Name,Price,Transmission,Types,Fuel,Make Year,Mileage,URL
Hero Masterio 125cc 98 Lot Sale Or Exchange,"रू. 89,000",Manual,Scooty,Petrol,2018,45,https://hamrobazaar.com/product/hero-masterio-125cc-98-lot-sale-or-exchange-in-kathmandu/32d9d8fe9fab57d32673ed4fc3bb20b2
Hj250 on sale,रू. 290,Manual,Dirt,Petrol,2020,,https://hamrobazaar.com/product/hj250-on-sale-in-kathmandu/653fc981c7a4bef4e1f3070e49e9501d
Jupitar 91 Lot 9823657076,"रू. 87,000",Manual,Standard,Petrol,2017,,https://hamrobazaar.com/product/jupitar-91-lot-9823657076-in-bhaktapur/54030b86cf66028d86415fc14b031c84
"R15 v3 fully wrapped, fresh condition on sell(Yamaha)","रू. 3,50,000",Manual,Sport,Petrol,2020,45 - 50 kmpl,https://hamrobazaar.com/product/r15-v3-fully-wrapped-fresh-condition-on-sell-in-kathmandu/f78b6e3328ec49b38e7579981b5d1189
Bajaj Pulsar 150cc TD 101 Lot Sal Or Ex,"रू. 1,35,000",Manual,Standard,Petrol,2019,40,https://hamrobazaar.com/product/bajaj-pulsar-150cc-td-101-lot-sal-or-ex-in-kathmandu/ecf9dd4511d631b6359bfa252ee4ce64
Fz V2 149 Lot 2024 Model 9823657076,"रू. 2,73,000",Manual,Standard,Petrol,2024,,https://hamrobazaar.com/product/fz-v2-149-lot-2024-model-9823657076-in-bhaktapur/7272fb81655cd832c32c4aa903f6ef31
yamaha fz on sale(Yamaha),"रू. 1,60,000",Manual,Others,Petrol,2018,45,https://hamrobazaar.com/product/yamaha-fz-on-sale-in-kathmandu/83b52c3023a2995632aa2568c309ae46
Honda Shine Diskbreak 134 Lot Sale Or Exchange,"रू. 1,89,000",Manual,Standard,Petrol,2022,55,https://hamrobazaar.com/product/honda-shine-diskbreak-134-lot-sale-or-exchange-in-kathmandu/f08409eaa7c58f5064503b9c20d5534f
Yahama Rayz 101 Lot Sale Or Ex,"रू. 97,000",Manual,Scooty,Petrol,2018,45,https://hamrobazaar.com/product/yahama-rayz-101-lot-sale-or-ex-in-kathmandu/2280fbfa896f621b5d486b6fc85ecc05
Ntorq XP Top Model,"रू. 2,35,000",Automatic,Scooty,Petrol,2022,,https://hamrobazaar.com/product/ntorq-xp-top-model-in-bhaktapur/8a5f36f79ddbf302759515d3bf483133
Tvs Rtr apache160 fresh 93 lot fixp,"रू. 1,19,000",Manual,Standard,Hybrid,0,,https://hamrobazaar.com/product/tvs-rtr-apache160-fresh-93-lot-fixp-in-kathmandu/5d7fa3c4c6a24646a7f3354a601d05ac
Cf Moto Nk 250 97 Lot Super Fresh Condition Onsell,"रू. 1,77,000",Manual,Sport,Petrol,2018,,https://hamrobazaar.com/product/cf-moto-nk-250-97-lot-super-fresh-condition-onsell-in-bhaktapur/87cb8c02013c0d7b709e3715f238fa89
BAJAJ RS 200 On Sale & Exchange,"रू. 1,60,000",Automatic,Sport,Petrol,2015,,https://hamrobazaar.com/product/bajaj-rs-200-on-sale-exchange-in-bhaktapur/5956f69022cc04ee7a7fddf5e46269ab
Taro Motor AlexOne 150Cc 134 Lots Sale/Xchange,"रू. 1,99,900",Automatic,Sport,Petrol,2022,30,https://hamrobazaar.com/product/taro-motor-alexone-150cc-134-lots-salexchange-in-kathmandu/ca1996d8467656d4c8241ff717c94049
bike,"रू. 2,50,000",Manual,Sport,Petrol,2020,35,https://hamrobazaar.com/product/bike-in-kathmandu/1f1392ccfe16ca069a5daaf6906ba23b
Aprilla 150cc 2019 Model 9823657076,"रू. 1,30,000",Manual,Standard,Petrol,2019,,https://hamrobazaar.com/product/aprilla-150cc-2019-model-9823657076-in-bhaktapur/17ccbda04ffe33cbd2d95804f6860e9c
BRAND NEW MOTORHEAD SCRAMBLER 250 ON SALE(Motorhead),"रू. 2,95,000",Manual,Dirt,Petrol,2020,,https://hamrobazaar.com/product/brand-new-motorhead-scrambler-250-on-sale-in-kathmandu/9ba45fbc4e8c1ae93f6cf9114d651555
Ace British 400 On Sale(Other Motorcycle Brands),"रू. 2,50,000",,Standard,,2016,30,https://hamrobazaar.com/product/ace-british-400-on-sale-in-kathmandu/7a6fde4a778d4fa99e45a605eec42528
Fascino Fully Fresh Lot-88 Condition Super,"रू. 95,000",Manual,Scooty,Petrol,2017,,https://hamrobazaar.com/product/fascino-fully-fresh-lot88-condition-super-in-bhaktapur/bd247b15755f2ca3b0033b39a241c019
"Ntorq 132 Lot
2021 Last Model
9841605313","रू. 1,90,000",Automatic,Scooty,Petrol,2021,45,https://hamrobazaar.com/product/ntorq-132-lot2021-last-model9841605313-in-bhaktapur/6a7f5b6becf11e78dcdfd6e7c3d00dab
Vespa SXL 2016 LOT,"रू. 1,46,000",Automatic,Scooty,Petrol,2016,,https://hamrobazaar.com/product/vespa-sxl-2016-lot-in-bhaktapur/1a068d4ce72489782ce7bef013b4493f
Triumph speed 400,"रू. 5,90,000",Manual,Others,Petrol,2024398,25,https://hamrobazaar.com/product/triumph-speed-400-in-kathmandu/13d9641ffc320c913df6d0e8e171cbdd
Hero Supersplendor 125cc 95 Lot Sale Or Ex,"रू. 1,19,000",Manual,Standard,Petrol,2017,55,https://hamrobazaar.com/product/hero-supersplendor-125cc-95-lot-sale-or-ex-in-kathmandu/3f5f5dc0b0d5d3edc26c36ea5cebf801
fz v3 2021 model single handed.. 33000km running,"रू. 2,30,000",Manual,Standard,Petrol,2021,45,https://hamrobazaar.com/product/fz-v3-2021-model-single-handed-33000km-running-in-lalitpur/9515d57a4620e00ca2a46ade34190829
FZS V3,"रू. 2,15,000",Automatic,Standard,Petrol,2019,42,https://hamrobazaar.com/product/fzs-v3-in-bhaktapur/ea848362e2d205f8472d8fa76d2855ba
Cf Moto Nk 250cc 97 Lot 9823657076,"रू. 1,58,000",Manual,Standard,Petrol,2018,,https://hamrobazaar.com/product/cf-moto-nk-250cc-97-lot-9823657076-in-bhaktapur/47978fee6ef9b2b8700216226a24094a
"Royal Enfield, Hunter.  Bike On rent","रू. 4,000",Automatic,Cruiser,Petrol,2024,,https://hamrobazaar.com/product/royal-enfield-hunter-bike-on-rent-in-kathmandu/4e817cd1c7a7507d6a1447d25503a7de
Dio scooter 60 lot on sale,"रू. 95,000",Automatic,Scooty,Petrol,2014,35+,https://hamrobazaar.com/product/dio-scooter-60-lot-on-sale-in-lalitpur/4a2c7a9084e5817bd76286cb78e5d391
Harley Davidson Street 750 Mat Black,"रू. 20,00,000",Manual,Cruiser,Petrol,2019,15,https://hamrobazaar.com/product/harley-davidson-street-750-mat-black-in-kaski/3b2808e762dae55ff8009f298b1b31ce
Pulsar 150cc fully fresh 77 lot 9803656430,"रू. 1,00,000",Automatic,Standard,Petrol,2016,45+,https://hamrobazaar.com/product/pulsar-150cc-fully-fresh-77-lot-9803656430-in-bhaktapur/52f1de681a13763f181a477eb1c4bcfc
Honda Hornet 101 Lot Super Fresh Condition Onsell,"रू. 1,37,000",Manual,Sport,Petrol,2018,,https://hamrobazaar.com/product/honda-hornet-101-lot-super-fresh-condition-onsell-in-bhaktapur/d3321dd7522bceb01c1725775f9a82a6
Vespa VXL 125cc,"रू. 1,80,000",Automatic,Scooty,Petrol,2022,,https://hamrobazaar.com/product/vespa-vxl-125cc-in-kathmandu/0a8fec175eb81ca709d519c41fd0a2e1
