,Price,Transmission,Types,Fuel,Make Year,Lot No,Kilometer Run,Mileage (Km/L),Engine (CC),Color,Brand
369,265000,Automatic,Scooty,Petrol,2023,147,7000,47,125,Other,Yamaha
370,215000,Automatic,Sport,Petrol,2016,77,30,40,200,Black,KTM
371,185000,Manual,Scooty,Petrol,2022,141,30000,30,125,Yellow,TVS
372,285000,Manual,Sport,Petrol,2021,86,23000,40,150,Other,Other
373,170000,Manual,Standard,Petrol,2022,86,23000,40,150,Other,Other
374,250000,Automatic,Standard,Petrol,2023,48,13000,40,149,Black,Other
375,80000,Manual,Scooty,Petrol,2018,86,23000,40,150,Other,Hero
376,80000,Manual,Sport,Petrol,2014,86,35000,40,150,Other,Other
377,389900,Automatic,Sport,Petrol,2022,40,216220,35,200,Other,KTM
378,138000,Automatic,Standard,Petrol,2018,86,23000,45,150,Other,Other
379,305000,Manual,Sport,Petrol,2017,89,22000,40,250,Other,KTM
380,99999,Manual,Sport,Petrol,2017,81,38000,45,155,Silver,Suzuki
381,129000,Automatic,Scooty,Petrol,2017,77,23000,35,115,Other,Honda
382,250000,Manual,Scooty,Petrol,2024,53,3950,50,110,Yellow,Other
384,250000,Automatic,Scooty,Petrol,2024,151,9000,50,125,Red,Honda
385,177000,Manual,Sport,Petrol,2018,86,23000,40,150,Other,CF Moto
386,95000,Manual,Standard,Petrol,2018,102,23000,55,150,Other,Hero
387,245000,Manual,Standard,Petrol,2021,86,23000,40,220,Other,Other
389,135000,Manual,Standard,Petrol,2017,85,58000,30,220,Other,Other
390,67000,Manual,Sport,Petrol,2014,86,23000,40,150,Other,Hero
391,396,Manual,Sport,Petrol,2082,61,2000,40,150,Grey,Other
392,350000,Manual,Standard,Petrol,2025,86,23000,40,220,Other,Other
394,68000,Automatic,Scooty,Petrol,2014,65,0,45,110,Red,Honda
395,355000,Manual,Sport,Petrol,2022,86,23000,40,150,Other,Other
396,147000,Manual,Sport,Petrol,2018,86,23000,40,150,Other,Honda
397,195000,Manual,Standard,Petrol,2020,117,23000,55,150,Other,FZ
398,48000,Automatic,Sport,Petrol,2013,86,35000,50,125,Other,Suzuki
399,75000,Manual,Standard,Petrol,2013,86,23000,40,150,Other,Other
400,90000,Automatic,Scooty,Petrol,2015,86,23000,40,150,Other,Honda
401,420000,Manual,Dirt,Petrol,2020,86,23000,40,250,Other,Other
402,60000,Automatic,Scooty,Electric,2018,86,23000,40,150,Red,Other
403,470000,Manual,Standard,Petrol,2024,150,23000,35,350,Other,Other
404,245000,Manual,Sport,Petrol,2022,86,23000,40,200,Other,Other
405,100000,Automatic,Standard,Petrol,2016,86,23000,40,150,Other,Other
406,180000,Manual,Standard,Petrol,2019,102,70000,35,220,Red,Other
407,335,Manual,Sport,Petrol,2020,39,19000,30,300,Blue,Jawa
408,188000,Manual,Sport,Petrol,2021,86,22000,40,160,Other,Other
409,180000,Automatic,Standard,Petrol,2024,86,12000,45,150,Other,Other
410,155000,Automatic,Standard,Petrol,2018,97,29000,45,155,Black,Yamaha
411,75000,Automatic,Standard,Petrol,2017,86,23000,40,150,Other,Other
412,320000,Automatic,Standard,Petrol,2025,160,6828,50,150,Black,Other
414,235000,Manual,Scooty,Petrol,2023,86,23000,40,110,Other,Honda
415,155000,Manual,Scooty,Petrol,2021,86,23000,40,150,Other,Other
416,55000,Automatic,Cruiser,Petrol,2010,86,23000,40,150,Other,Honda
417,150000,Automatic,Scooty,Petrol,2021,86,23000,35,150,Other,TVS
418,119000,Manual,Standard,Petrol,2016,76,100000,40,160,Red,Honda
419,89000,Automatic,Scooty,Petrol,2015,70,39000,35,110,Other,Honda
421,88000,Manual,Scooty,Petrol,2015,86,23000,40,110,Red,Honda
422,170000,Manual,Standard,Petrol,2017,88,29000,30,200,Black,Other
423,40000,Automatic,Scooty,Petrol,2010,27,0,40,100,Red,Other
424,625000,Manual,Dirt,Petrol,2022,86,18000,45,190,Red,Other
425,75000,Manual,Standard,Petrol,2012,54,45000,50,155,Red,Other
426,235000,Automatic,Sport,Petrol,2021,86,22000,45,150,Other,FZ
427,92000,Automatic,Standard,Petrol,2019,7,60000,45,125,Blue,Other
428,143000,Automatic,Scooty,Petrol,2016,86,23000,40,150,Other,FZ
429,378000,Manual,Sport,Petrol,2022,86,19000,40,155,Other,Other
430,200000,Automatic,Scooty,Petrol,2021,15,22000,32,150,Other,Aprilia
431,138000,Manual,Standard,Petrol,2016,72,48000,40,150,Other,Other
432,75000,Manual,Standard,Petrol,2013,54,33000,45,150,Black,Honda
433,39000,Manual,Scooty,Petrol,2065,86,23000,40,110,Other,Other
434,220000,Manual,Sport,Petrol,2023,135,35000,40,200,Other,Other
435,240000,Automatic,Standard,Petrol,2021,86,23000,40,150,Other,Other
436,438000,Manual,Standard,Petrol,2019,106,23000,40,350,Other,Royal Enfield
437,120000,Automatic,Scooty,Petrol,2019,86,23000,40,150,Other,Other
438,245000,Manual,Others,Petrol,2021,132,22000,45,149,Blue,FZ
439,138000,Manual,Sport,Petrol,2018,86,23000,40,150,Other,Other
440,750,Automatic,Standard,Petrol,2015,86,23000,40,150,Other,Other
441,265000,Automatic,Standard,Petrol,2023,86,14500,45,150,Other,FZ
443,115000,Manual,Standard,Petrol,2019,86,23000,40,150,Other,Other
444,165000,Manual,Dirt,Petrol,2020,86,35000,40,200,Green,Xpulse
446,150000,Manual,Standard,Petrol,2079,13,21000,42,150,Blue,Bajaj
447,112000,Automatic,Standard,Petrol,2017,88,23000,40,150,Other,Other
448,175000,Manual,Standard,Petrol,2019,86,23000,40,150,Other,FZ
449,209000,Manual,Standard,Petrol,2021,136,16000,45,125,Yellow,TVS
450,175000,Manual,Scooty,Petrol,2021,132,16000,45,125,Grey,Honda
451,900000,Manual,Standard,Petrol,2024,86,23000,40,150,Other,Other
452,120000,Automatic,Sport,Petrol,2016,86,23000,35,150,Other,Other
453,110000,Manual,Standard,Petrol,2017,86,23000,40,150,Other,Other
454,168000,Manual,Standard,Petrol,2019,86,23000,40,150,Other,Other
455,139000,Automatic,Standard,Petrol,2019,110,26000,45,150,Other,Suzuki
456,90000,Manual,Standard,Petrol,2019,109,23000,40,150,Other,Hero
457,315000,Manual,Sport,Petrol,2021,86,23000,40,150,Other,Other
458,70000,Manual,Standard,Petrol,2015,86,23000,45,160,Black,Other
459,90000,Manual,Scooty,Petrol,2017,85,42000,30,110,Green,Yamaha
460,335,Automatic,Sport,Petrol,2022,34,27000,50,150,Other,Other
461,160000,Manual,Standard,Petrol,2018,86,23000,40,220,Other,Other
462,228000,Manual,Dirt,Petrol,2021,26,38000,35,200,White,Hero
463,125000,Manual,Scooty,Petrol,2017,86,23000,40,150,Other,Other
465,148000,Automatic,Scooty,Petrol,2020,114,26000,35,125,Orange,Honda
466,136000,Manual,Sport,Petrol,2018,101,23000,45,160,Other,Other
467,137000,Automatic,Scooty,Petrol,2020,86,25000,35,125,Other,Other
468,110000,Manual,Standard,Petrol,2017,58,23000,40,160,Black,Other
469,165000,Manual,Scooty,Petrol,2021,86,22000,40,125,Other,Other
470,349999,Manual,Sport,Petrol,2017,83,23000,40,411,Black,Other
471,318000,Manual,Sport,Petrol,2021,86,24000,40,400,Other,Other
472,129000,Manual,Scooty,Petrol,2016,82,33000,45,110,Red,Honda
474,160000,Automatic,Scooty,Petrol,2021,122,23000,50,150,Other,Honda
475,486000,Manual,Standard,Petrol,2021,133,14000,40,350,Other,Royal Enfield
476,310000,Manual,Others,Petrol,2023,47,17766,50,160,Blue,Other
477,115000,Manual,Scooty,Petrol,2016,77,31625,40,115,Other,Other
478,179000,Automatic,Standard,Petrol,2024,86,23000,50,150,Other,Bajaj
479,485000,Manual,Standard,Petrol,2019,8,18500,25,350,Other,Other
480,300000,Automatic,Sport,Petrol,2024,153,9000,45,160,Black,Other
481,96000,Automatic,Scooty,Petrol,2017,90,27000,38,110,Red,Yamaha
482,135000,Manual,Cruiser,Petrol,2017,87,23000,40,149,Blue,Bajaj
483,60000,Automatic,Standard,Petrol,2013,86,35000,45,160,Black,Honda
484,160000,Manual,Standard,Petrol,2018,86,23000,40,150,Other,Other
485,44000,Manual,Standard,Petrol,2012,86,23000,40,125,Other,Suzuki
486,199000,Manual,Standard,Petrol,2021,127,7000,50,150,Black,Suzuki
487,99000,Manual,Standard,Petrol,2014,65,33000,45,160,Red,TVS
488,179000,Manual,Scooty,Petrol,2022,146,17000,35,125,Blue,TVS
489,75000,Manual,Standard,Petrol,2010,41,12000,50,125,Black,Honda
490,129000,Automatic,Scooty,Petrol,2019,107,35000,38,110,Red,Honda
491,178000,Manual,Scooty,Petrol,2021,86,24000,40,150,Other,Other
493,98000,Manual,Scooty,Petrol,2014,86,27000,40,150,Other,Honda
494,105000,Manual,Standard,Petrol,2015,67,50000,40,150,Other,Hero
495,260000,Manual,Standard,Petrol,2022,140,16000,45,150,Other,FZ
497,80000,Automatic,Scooty,Petrol,2012,54,47005,50,109,Grey,Honda
498,174999,Automatic,Scooty,Petrol,2021,125,18000,38,110,Other,Honda
499,199000,Manual,Scooty,Petrol,2021,130,19000,45,125,Red,TVS
